Date,Open,High,Low,Close,Adj Close,Volume
3/16/1993,45.3125,45.4375,45.3125,45.3125,28.326454,30800
3/17/1993,45.25,45.25,44.9687,45.0312,28.150602,21800
3/18/1993,45.2187,45.5,45.2187,45.3125,28.326454,59300
3/19/1993,45.2812,45.2812,45.0312,45.0312,28.283552,66900
3/22/1993,44.5937,44.875,44.5625,44.7812,28.126534,183400
3/23/1993,44.9062,44.9375,44.8125,44.875,28.185432,55200
3/24/1993,44.8125,45.0625,44.5937,44.875,28.185432,37200
3/25/1993,44.9062,45.25,44.8437,45.1562,28.36207,110100
3/26/1993,45.125,45.1562,44.875,44.9062,28.205034,101500
3/29/1993,44.9375,45.3125,44.9375,45.0937,28.322803,87100
3/30/1993,45.1562,45.2187,45.0937,45.2187,28.401314,56000
3/31/1993,45.3437,45.4687,45.1875,45.1875,28.381706,111600
4/1/1993,45.25,45.25,44.9375,45.0312,28.283552,129500
4/2/1993,44.6562,44.6562,44.0937,44.0937,27.694715,59400
4/5/1993,44.4375,44.4375,44.1875,44.3125,27.832155,172200
4/6/1993,44.4062,44.4062,44.0625,44.1875,27.753628,129700
4/7/1993,44.25,44.3437,44.1562,44.3437,27.851749,28000
4/8/1993,44.5312,44.5312,44.0937,44.2812,27.812494,180800
4/12/1993,44.7187,44.9375,44.6562,44.9062,28.205034,348500
4/13/1993,44.875,45.1562,44.8437,45,28.26396,146100
4/14/1993,45.0312,45.0625,44.9062,44.9375,28.224695,119600
4/15/1993,44.9062,45.0312,44.75,44.9375,28.224695,148600
4/16/1993,44.9687,45.0312,44.875,44.9375,28.224695,47900
4/19/1993,44.9375,45.0625,44.7187,44.75,28.106926,157000
4/20/1993,44.6875,44.75,44.25,44.5312,27.969522,279500
4/21/1993,44.625,44.625,44.375,44.5,27.949924,67900
4/22/1993,44.3125,44.6875,43.9375,43.9375,27.596611,97700
4/23/1993,43.8437,43.9687,43.6875,43.75,27.478849,106000
4/26/1993,43.7812,43.9375,43.2812,43.4062,27.262915,62600
4/27/1993,43.3437,43.875,43.3437,43.875,27.557352,156800
4/28/1993,43.8125,43.9062,43.7187,43.7812,27.49844,85900
4/29/1993,43.875,43.9687,43.625,43.9687,27.616194,85000
4/30/1993,44.125,44.2812,44.0312,44.0312,27.65546,88500
5/3/1993,44.0937,44.3125,43.9062,44.3125,27.832155,80500
5/4/1993,44.4062,44.625,44.3437,44.4687,27.930246,149100
5/5/1993,44.4687,44.75,44.4687,44.5937,28.008766,109000
5/6/1993,44.5312,44.5625,44.4062,44.4375,27.910664,54700
5/7/1993,44.4687,44.4687,44.2812,44.3437,27.851749,68000
5/10/1993,44.4062,44.6875,44.4062,44.4375,27.910664,113900
5/11/1993,44.4375,44.625,44.3125,44.625,28.028435,42600
5/12/1993,44.4375,44.5937,44.4375,44.5625,27.989153,31000
5/13/1993,44.375,44.375,44,44.0312,27.65546,129100
5/14/1993,44.0312,44.1562,43.9687,44,27.635857,63500
5/17/1993,44.125,44.1562,43.9375,44.1562,27.733976,34000
5/18/1993,44.1875,44.2187,43.9687,44.125,27.71438,105200
5/19/1993,44.125,45.0312,43.8437,45.0312,28.283552,50200
5/20/1993,45.0312,45.1562,44.9375,45.1562,28.36207,98200
5/21/1993,45.1875,45.25,44.7187,44.75,28.106926,221400
5/24/1993,44.8437,45.0937,44.8437,44.9375,28.224695,30500
5/25/1993,45.125,45.125,45.0312,45.0312,28.283552,191800
5/26/1993,45.1562,45.625,45.125,45.5937,28.636852,102400
5/27/1993,45.6562,45.6562,45.375,45.4375,28.538748,53800
5/28/1993,45.4062,45.4062,45,45.2187,28.401314,79100
6/1/1993,45.375,45.8125,45.3125,45.6562,28.6761,28300
6/2/1993,45.5312,45.75,45.3437,45.5937,28.636852,20300
6/3/1993,45.5,45.5,45.3437,45.4375,28.538748,21600
6/4/1993,45.3125,45.3125,45.0937,45.2812,28.440573,32000
6/7/1993,45.375,45.375,45.125,45.125,28.342478,121400
6/8/1993,45,45,44.7187,44.7187,28.087267,104500
6/9/1993,44.875,45.0625,44.8125,44.875,28.185432,43300
6/10/1993,44.8437,44.9375,44.75,44.9062,28.205034,17900
6/11/1993,45.0625,45.1562,44.9062,45.0937,28.322803,647400
6/14/1993,45.1562,45.1875,45.0312,45.0312,28.283552,64200
6/15/1993,45.0937,45.125,44.9375,44.9375,28.224695,142400
6/16/1993,44.9375,45.0312,44.8125,45.0312,28.283552,330900
6/17/1993,45.125,45.1875,45.0312,45.1875,28.381706,37400
6/18/1993,44.8437,44.8437,44.5,44.5,28.148008,58500
6/21/1993,44.625,44.625,44.5312,44.5937,28.207266,29300
6/22/1993,44.6562,44.6562,44.5625,44.625,28.22706,137500
6/23/1993,44.625,44.625,44.2187,44.2187,27.97006,227600
6/24/1993,44.3437,44.8125,44.3437,44.8125,28.345663,243700
6/25/1993,44.7812,44.9062,44.75,44.7812,28.325855,44800
6/28/1993,45,45.2812,44.9375,45.2812,28.64213,439900
6/29/1993,45.2187,45.2187,45,45.0625,28.503799,207500
6/30/1993,45.125,45.2187,45,45.0625,28.503799,437600
7/1/1993,45.125,45.125,44.875,44.9375,28.424744,605700
7/2/1993,44.7812,44.8125,44.5312,44.6875,28.266603,285400
7/6/1993,44.625,44.75,44.1562,44.2187,27.97006,246400
7/7/1993,44.1875,44.4062,44.1875,44.3437,28.049145,343700
7/8/1993,44.375,44.9375,44.3125,44.8437,28.3654,248200
7/9/1993,44.8437,44.9687,44.75,44.9687,28.444473,378200
7/12/1993,44.9062,44.9687,44.8437,44.9375,28.424744,373700
7/13/1993,44.9687,45.0937,44.6562,44.9062,28.40494,389600
7/14/1993,44.9375,45.1875,44.9062,45.0625,28.503799,617300
7/15/1993,45.0312,45.0312,44.7812,44.875,28.385189,443800
7/16/1993,44.9062,44.9375,44.6875,44.75,28.306139,216400
7/19/1993,44.75,44.75,44.5937,44.7187,28.286325,188200
7/20/1993,44.6875,44.8437,44.4687,44.8437,28.3654,68500
7/21/1993,44.7812,44.8125,44.6562,44.8125,28.345663,142700
7/22/1993,44.75,44.8125,44.5,44.5,28.148008,632400
7/23/1993,44.5937,44.7187,44.5625,44.7187,28.286325,286200
7/26/1993,44.8437,45.0625,44.8437,44.9687,28.444473,121300
7/27/1993,45,45.0312,44.7812,44.9375,28.424744,92800
7/28/1993,44.8437,44.9375,44.7812,44.8437,28.3654,30800
7/29/1993,44.9375,45.2187,44.875,45.0937,28.523529,331000
7/30/1993,45.0937,45.0937,44.7812,44.8437,28.3654,75300
8/2/1993,44.9062,45.125,44.9062,44.9687,28.444473,41300
8/3/1993,45.0625,45.1875,44.8437,45,28.464262,81600
8/4/1993,45,45.0937,44.875,45,28.464262,434000
8/5/1993,45,45,44.8437,44.9062,28.40494,36800
8/6/1993,45.0312,45.0625,44.9062,44.9687,28.444473,402300
8/9/1993,45.0937,45.3437,45,45.2187,28.602604,828200
8/10/1993,45.1875,45.2187,45.125,45.1875,28.58287,604900
8/11/1993,45.1562,45.3125,45.1562,45.1875,28.58287,542200
8/12/1993,45.3125,45.3125,44.9062,45.0625,28.503799,303700
8/13/1993,45.0937,45.1562,45.0937,45.125,28.543335,103500
8/16/1993,45.1562,45.5,45.1562,45.375,28.701477,241800
8/17/1993,45.3437,45.5312,45.3437,45.5312,28.80027,369300
8/18/1993,45.6875,45.875,45.6562,45.7812,28.958406,414300
8/19/1993,45.8125,45.8125,45.7187,45.7812,28.958406,28500
8/20/1993,45.6875,45.8125,45.6562,45.8125,28.978203,80700
8/23/1993,45.625,45.75,45.625,45.7187,28.918861,15600
8/24/1993,45.7187,46.2187,45.7187,46.2187,29.235134,273400
8/25/1993,46.2187,46.4375,46.1562,46.25,29.254934,242300
8/26/1993,46.2812,46.5312,46.0937,46.2812,29.274675,120000
8/27/1993,46.1562,46.25,46.1562,46.25,29.254934,25700
8/30/1993,46.2812,46.5,46.2812,46.4375,29.373533,183500
8/31/1993,46.4062,46.5625,46.3437,46.5625,29.452625,66500
9/1/1993,46.4062,46.5937,46.4062,46.5,29.413078,136500
9/2/1993,46.5312,46.5937,46.3125,46.3437,29.314205,472400
9/3/1993,46.3125,46.4375,46.25,46.375,29.334011,630500
9/7/1993,46.375,46.4375,46,46.0625,29.136335,196400
9/8/1993,46.0625,46.0625,45.5937,45.9062,29.037476,269900
9/9/1993,45.7187,46.0312,45.7187,46,29.096809,239200
9/10/1993,46.125,46.4375,46.0625,46.4062,29.35375,106500
9/13/1993,46.5625,46.5625,46.4375,46.4375,29.373533,66900
9/14/1993,46.3125,46.3125,46.0937,46.25,29.254934,184500
9/15/1993,46.0625,46.4062,45.9062,46.375,29.334011,101000
9/16/1993,46.3125,46.3437,46.1562,46.1875,29.215405,54300
9/17/1993,45.875,45.9062,45.75,45.8125,29.158772,200900
9/20/1993,45.875,45.9687,45.4375,45.4375,28.920099,57800
9/21/1993,45.5,45.5625,44.8125,45.2812,28.820595,318200
9/22/1993,45.4375,45.7187,45.375,45.6562,29.059292,439700
9/23/1993,45.7812,45.9375,45.7187,45.9062,29.218409,88500
9/24/1993,45.8437,45.875,45.7187,45.7812,29.138828,53500
9/27/1993,46.125,46.2812,46.125,46.2812,29.457077,274600
9/28/1993,46.3125,46.3125,46.1562,46.1875,29.39744,158300
9/29/1993,46.1875,46.3125,45.9687,46.0312,29.297956,221000
9/30/1993,46.0312,46.125,45.8437,45.9375,29.238323,99300
10/1/1993,45.875,46.2187,45.8125,46.1562,29.37752,22700
10/4/1993,46.2187,46.2187,46.0937,46.2187,29.417303,1038500
10/5/1993,46.3125,46.3125,46,46.1562,29.37752,436500
10/6/1993,46.1875,46.375,46.125,46.125,29.35766,209200
10/7/1993,46.1875,46.1875,45.9687,46,29.278105,59400
10/8/1993,46.125,46.1562,45.7187,46.0625,29.317886,54400
10/11/1993,46.1562,46.25,46.1562,46.1562,29.37752,467100
10/12/1993,46.2187,46.25,46.1875,46.2187,29.417303,26200
10/13/1993,46.25,46.25,46.1562,46.2187,29.417303,139100
10/14/1993,46.4062,46.8125,46.2812,46.8125,29.795258,108100
10/15/1993,47.0312,47.1562,46.9062,47.0625,29.954372,1502500
10/18/1993,47.0312,47.0312,46.875,46.9375,29.874794,722400
10/19/1993,46.875,46.9687,46.5937,46.5937,29.65597,880100
10/20/1993,46.75,46.75,46.5625,46.6562,29.69577,230400
10/21/1993,46.6875,46.6875,46.5312,46.5937,29.65597,56200
10/22/1993,46.6562,46.8437,46.375,46.375,29.516798,390700
10/25/1993,46.4062,46.5625,46.2812,46.5,29.596336,114500
10/26/1993,46.4687,46.5,46.3125,46.4687,29.576429,186200
10/27/1993,46.4062,46.5312,46.4062,46.5,29.596336,118400
10/28/1993,46.5625,46.9687,46.5625,46.8437,29.815119,129600
10/29/1993,46.8125,46.875,46.7812,46.8437,29.815119,80700
11/1/1993,46.7812,47,46.7812,46.9687,29.894651,36400
11/2/1993,46.9062,47,46.6562,46.9375,29.874794,262100
11/3/1993,46.9062,46.9062,46.125,46.3437,29.496849,479100
11/4/1993,46.3437,46.3437,45.8125,45.8437,29.178619,130400
11/5/1993,45.7187,46.0625,45.5312,46.0625,29.317886,363200
11/8/1993,46.0937,46.25,45.9687,46.125,29.35766,367600
11/9/1993,46.4375,46.4687,46.125,46.1562,29.37752,246900
11/10/1993,46.1562,46.5,46.0312,46.5,29.596336,46500
11/11/1993,46.5,46.625,46.3437,46.375,29.516798,88900
11/12/1993,46.4687,46.75,46.4375,46.5937,29.65597,108200
11/15/1993,46.6875,46.6875,46.4375,46.5625,29.636133,243300
11/16/1993,46.6562,46.8125,46.4687,46.7812,29.775314,492600
11/17/1993,46.8125,46.8125,46.4062,46.5312,29.616199,39600
11/18/1993,46.4687,46.5625,46.2812,46.4062,29.536633,240800
11/19/1993,46.25,46.375,46.2187,46.3125,29.476997,106000
11/22/1993,46.1875,46.2187,45.875,46.0312,29.297956,165300
11/23/1993,46.2812,46.3125,46.0312,46.2812,29.457077,89700
11/24/1993,46.4062,46.5,46.3437,46.4687,29.576429,77200
11/26/1993,46.5937,46.5937,46.4687,46.5,29.596336,1019800
11/29/1993,46.625,46.7187,46.3125,46.3125,29.476997,517500
11/30/1993,46.2812,46.5625,46.25,46.3437,29.496849,230000
12/1/1993,46.5937,46.625,46.4062,46.4062,29.536633,379200
12/2/1993,46.5,46.5625,46.4062,46.5312,29.616199,352000
12/3/1993,46.5,46.7187,46.5,46.7187,29.735546,306000
12/6/1993,46.7812,46.9375,46.7812,46.875,29.835018,99500
12/7/1993,46.875,46.9062,46.7812,46.8437,29.815119,88800
12/8/1993,46.8437,46.8437,46.7812,46.8437,29.815119,146700
12/9/1993,46.8437,46.9062,46.625,46.6875,29.715672,416500
12/10/1993,46.7187,46.7187,46.5,46.5937,29.65597,412900
12/13/1993,46.5937,46.875,46.5312,46.875,29.835018,273200
12/14/1993,46.9062,46.9062,46.5312,46.5312,29.616199,41900
12/15/1993,46.5937,46.625,46.4687,46.4687,29.576429,82600
12/16/1993,46.6562,46.6562,46.5625,46.625,29.675884,78200
12/17/1993,46.4062,46.5937,46.375,46.5625,29.83901,104700
12/20/1993,46.5312,46.6562,46.5,46.625,29.879049,68800
12/21/1993,46.5625,46.5625,46.4062,46.4687,29.778881,205700
12/22/1993,46.5937,46.8125,46.5,46.7812,29.979153,410300
12/23/1993,46.75,46.8437,46.6875,46.75,29.959152,533800
12/27/1993,46.75,47,46.75,47,30.119364,447100
12/28/1993,46.9687,47.125,46.9375,47.0937,30.179411,880600
12/29/1993,47.125,47.1562,47,47.0312,30.139349,266700
12/30/1993,47,47,46.75,46.8437,30.019213,219900
12/31/1993,46.9375,47,46.5625,46.5937,29.858997,312900
1/3/1994,46.5937,46.6562,46.4062,46.4687,29.778881,960900
1/4/1994,46.5312,46.6562,46.4687,46.6562,29.899038,164300
1/5/1994,46.7187,46.7812,46.5312,46.75,29.959152,710900
1/6/1994,46.8125,46.8437,46.6875,46.75,29.959152,201000
1/7/1994,46.8437,47.0625,46.7187,47.0312,30.139349,775500
1/10/1994,47.0937,47.5937,46.9687,47.5937,30.499832,593700
1/11/1994,47.5625,47.5625,47.3437,47.5,30.439791,295200
1/12/1994,47.5312,47.5312,47.1875,47.3437,30.339617,158400
1/13/1994,47.2187,47.3125,47.1562,47.2187,30.259541,244300
1/14/1994,47.375,47.5,47.375,47.4062,30.379681,137200
1/17/1994,47.4062,47.4687,47.3125,47.4062,30.379681,17700
1/18/1994,47.4687,47.5312,47.375,47.4687,30.419722,166400
1/19/1994,47.4062,47.4687,47.25,47.3437,30.339617,200800
1/20/1994,47.4062,47.5,47.375,47.4687,30.419722,281100
1/21/1994,47.5312,47.5312,47.3437,47.375,30.359684,85600
1/24/1994,47.3437,47.5625,47.1875,47.1875,30.239538,373800
1/25/1994,47.2187,47.25,47.0937,47.1875,30.239538,310400
1/26/1994,47.1875,47.3437,47.125,47.3125,30.319618,145100
1/27/1994,47.4062,47.8125,47.3437,47.75,30.599989,344500
1/28/1994,47.9375,48.0312,47.875,47.875,30.680099,356500
1/31/1994,48.0625,48.3125,48,48.2187,30.900328,313800
2/1/1994,48.1562,48.1562,47.9062,47.9687,30.740149,303600
2/2/1994,48.125,48.2812,48.0937,48.2812,30.940411,307600
2/3/1994,48.1875,48.1875,47.9062,48.0625,30.800249,466100
2/4/1994,48.0625,48.125,46.9687,46.9687,30.099297,1403200
2/7/1994,46.8437,47.3125,46.8437,47.1875,30.239538,516400
2/8/1994,47.2812,47.2812,47.0312,47.2187,30.259541,188200
2/9/1994,47.25,47.4375,47.1875,47.4062,30.379681,144600
2/10/1994,47.375,47.4062,47,47,30.119364,883900
2/11/1994,47.0312,47.2812,46.8125,47.1562,30.219456,519400
2/14/1994,47.0625,47.375,47,47.2187,30.259541,2742100
2/15/1994,47.3125,47.5,47.25,47.4687,30.419722,374700
2/16/1994,47.5312,47.5312,47.3437,47.4375,30.399715,287600
2/17/1994,47.6562,47.6875,47.0312,47.1562,30.219456,342400
2/18/1994,47.1875,47.2187,46.75,46.875,30.039259,313300
2/22/1994,47,47.3437,47,47.3437,30.339617,154500
2/23/1994,47.4062,47.4375,47.0625,47.2187,30.259541,391700
2/24/1994,47.0625,47.0625,46.5625,46.5937,29.858997,770800
2/25/1994,46.6562,46.8125,46.5625,46.8125,29.999208,531300
2/28/1994,46.9375,47.0625,46.8125,46.8125,29.999208,333000
3/1/1994,46.8125,46.9062,46.375,46.625,29.879049,423600
3/2/1994,46.0312,46.6875,45.9062,46.6875,29.919104,581500
3/3/1994,46.625,46.625,46.4375,46.5625,29.83901,223200
3/4/1994,46.5625,46.8125,46.4062,46.6875,29.919104,595800
3/7/1994,46.8437,47,46.8437,46.9375,30.079317,539800
3/8/1994,46.9687,46.9687,46.6875,46.75,29.959152,880300
3/9/1994,46.8125,47,46.5937,46.9687,30.099297,2500100
3/10/1994,46.9375,46.9375,46.4375,46.5937,29.858997,207400
3/11/1994,46.6562,46.9062,46.4062,46.8437,30.019213,576600
3/14/1994,47.0312,47.0312,46.8437,46.9062,30.059248,345900
3/15/1994,47,47.0937,46.8437,46.875,30.039259,748600
3/16/1994,46.9375,47.25,46.7812,47.25,30.27956,455500
3/17/1994,47.0937,47.3125,47.0937,47.25,30.27956,133000
3/18/1994,46.75,47.0312,46.7187,46.9687,30.272938,365500
3/21/1994,46.8125,46.9375,46.7187,46.8437,30.192369,324800
3/22/1994,46.8437,47.0625,46.75,46.9687,30.272938,435700
3/23/1994,46.9375,47.0625,46.9062,46.9375,30.252813,698500
3/24/1994,46.75,46.8437,46.1562,46.375,29.89027,1200500
3/25/1994,46.4062,46.5312,45.9375,45.9375,29.608294,100900
3/28/1994,46,46.0625,45.5937,46,29.648565,1117200
3/29/1994,46,46.0312,45.0937,45.0937,29.064426,338400
3/30/1994,45.125,45.25,44.4687,44.4687,28.661592,1123900
3/31/1994,44.4687,44.6875,43.5312,44.5937,28.742167,788800
4/4/1994,43.3437,44.0312,43.3437,43.9062,28.299051,2627300
4/5/1994,44.3437,44.8125,44.3437,44.8125,28.883188,1179000
4/6/1994,44.875,44.9062,44.5,44.8125,28.883188,516500
4/7/1994,44.7812,45.125,44.5312,45.0312,29.024147,666100
4/8/1994,44.9375,44.9375,44.4687,44.6875,28.802614,242400
4/11/1994,44.8125,45.0625,44.703098,44.875,28.923466,203300
4/12/1994,44.921799,45,44.7187,44.8125,28.883188,1409200
4/13/1994,44.796799,44.9062,44.25,44.578098,28.732101,364100
4/14/1994,44.5,44.828098,44.4062,44.5937,28.742167,419900
4/15/1994,44.578098,44.7812,44.515598,44.5937,28.742167,387300
4/18/1994,44.640598,44.765598,44.1562,44.296799,28.550802,369100
4/19/1994,44.25,44.5312,43.984299,44.359299,28.591066,472200
4/20/1994,44.4062,44.515598,44.078098,44.3125,28.560904,508000
4/21/1994,44.5,44.9687,44.3437,44.9062,28.943575,200300
4/22/1994,45.015598,45.046799,44.734299,44.859299,28.913353,301800
4/25/1994,44.8437,45.359299,44.8437,45.328098,29.215504,394600
4/26/1994,45.265598,45.3437,45.1875,45.2812,29.185295,399000
4/28/1994,45.1875,45.25,44.8125,44.953098,28.973799,287000
4/29/1994,44.875,45.1562,44.8125,45.0937,29.064426,481900
5/2/1994,45.0937,45.7187,44.9375,45.375,29.245743,275000
5/3/1994,45.390598,45.4062,45.0625,45.328098,29.215504,183400
5/4/1994,45.421799,45.421799,45.078098,45.25,29.165176,401900
5/5/1994,45.296799,45.375,45.1875,45.1875,29.124887,659800
5/6/1994,44.9687,44.9687,44.5937,44.75,28.842896,216300
5/9/1994,44.625,44.75,44.2812,44.359299,28.591066,499300
5/10/1994,44.578098,44.8437,44.546799,44.703098,28.812691,583400
5/11/1994,44.6562,44.7187,44.171799,44.296799,28.550802,210600
5/12/1994,44.578098,44.625,44.4062,44.515598,28.69183,305200
5/13/1994,44.640598,44.640598,44.296799,44.515598,28.69183,321300
5/16/1994,44.609299,44.75,44.515598,44.5312,28.70188,450400
5/17/1994,44.5625,45.1875,44.5,45.1875,29.124887,470200
5/18/1994,45.2187,45.6875,45.015598,45.515598,29.336359,824800
5/19/1994,45.421799,45.859299,45.421799,45.734299,29.47732,531000
5/20/1994,45.6562,45.6875,45.5,45.5625,29.366592,370400
5/23/1994,45.515598,45.5312,45.3437,45.484299,29.316183,262700
5/24/1994,45.609299,45.8437,45.609299,45.671799,29.437054,549600
5/25/1994,45.5,45.828098,45.3437,45.796799,29.517611,738200
5/26/1994,45.7812,45.9375,45.734299,45.828098,29.537769,369600
5/27/1994,45.75,45.875,45.671799,45.875,29.568012,162000
5/31/1994,45.734299,45.9062,45.6562,45.8125,29.527731,160000
6/1/1994,45.703098,46.015598,45.5625,46.015598,29.658628,200500
6/2/1994,46.046799,46.046799,45.890598,45.9687,29.628395,55100
6/3/1994,46,46.390598,45.859299,46.234299,29.799574,550400
6/6/1994,46.328098,46.4687,46.1875,46.2187,29.789551,99300
6/7/1994,46.140598,46.2187,46.0312,46.1562,29.749243,120600
6/8/1994,46.265598,46.265598,45.7812,45.7812,29.507538,131900
6/9/1994,45.984299,46.0312,45.890598,46.0312,29.668682,80500
6/10/1994,46.078098,46.203098,46.078098,46.109299,29.719021,83100
6/13/1994,46.046799,46.1875,46.0312,46.171799,29.759296,109700
6/14/1994,46.3125,46.546799,46.3125,46.5312,29.990936,161000
6/15/1994,46.546799,46.5625,46.3125,46.3437,29.870098,142800
6/16/1994,46.3437,46.4687,46.296799,46.4375,29.930557,44000
6/17/1994,46.1562,46.203098,45.8125,45.875,29.763491,403800
6/20/1994,45.546799,45.625,45.4375,45.484299,29.51001,137400
6/21/1994,45.453098,45.453098,44.9062,45.0937,29.25658,139200
6/22/1994,45.2187,45.421799,45.171799,45.265598,29.36812,279900
6/23/1994,45.3437,45.4062,44.9375,45,29.195808,922500
6/24/1994,44.7812,44.7812,44,44.0625,28.587553,353800
6/27/1994,44.234299,44.828098,44.015598,44.828098,29.08427,371200
6/28/1994,44.8437,44.8437,44.25,44.609299,28.942287,5382300
6/29/1994,44.671799,45.015598,44.625,44.75,29.033607,311800
6/30/1994,44.828098,44.8437,44.3125,44.4687,28.851103,271900
7/1/1994,44.6875,44.6875,44.375,44.5625,28.911947,406900
7/5/1994,44.6562,44.859299,44.515598,44.796799,29.063959,112000
7/6/1994,44.625,44.8125,44.4687,44.734299,29.023403,174800
7/7/1994,44.734299,44.921799,44.6875,44.921799,29.145054,66700
7/8/1994,44.640598,44.984299,44.625,44.9062,29.134932,148400
7/11/1994,44.9375,45.015598,44.5312,44.75,29.033607,124000
7/12/1994,44.765598,44.828098,44.515598,44.8125,29.074148,257300
7/13/1994,44.828098,45.0312,44.828098,44.890598,29.124826,532700
7/14/1994,45.109299,45.4687,45.078098,45.375,29.439106,494200
7/15/1994,45.3437,45.484299,45.328098,45.390598,29.4492,49100
7/18/1994,45.390598,45.578098,45.390598,45.4687,29.499874,72300
7/19/1994,45.546799,45.5625,45.375,45.375,29.439106,609500
7/20/1994,45.4062,45.4062,45.0625,45.171799,29.307255,185300
7/21/1994,45.171799,45.296799,45.078098,45.265598,29.36812,86300
7/22/1994,45.375,45.4062,45.25,45.3437,29.418793,151600
7/25/1994,45.359299,45.453098,45.3125,45.4062,29.459337,120900
7/26/1994,45.390598,45.421799,45.3125,45.359299,29.428913,489600
7/27/1994,45.359299,45.359299,45.171799,45.359299,29.428913,83200
7/28/1994,45.359299,45.578098,45.359299,45.453098,29.489761,828200
7/29/1994,45.765598,46.046799,45.75,45.9062,29.783731,459100
8/1/1994,45.9375,46.1562,45.890598,46.125,29.925701,486300
8/2/1994,46.2812,46.375,46.0312,46.1875,29.966242,505500
8/3/1994,46.171799,46.234299,46.0937,46.203098,29.976355,144100
8/4/1994,46.171799,46.2187,45.921799,45.9375,29.80405,231700
8/5/1994,45.703098,45.8437,45.6562,45.7812,29.702631,138400
8/8/1994,45.828098,45.9375,45.7812,45.890598,29.773613,328600
8/9/1994,45.7187,45.9687,45.7187,45.9687,29.82428,105900
8/10/1994,46,46.1875,45.9375,46.140598,29.935822,840300
8/11/1994,46.0312,46.234299,45.734299,45.9687,29.82428,876200
8/12/1994,46.046799,46.3437,46.046799,46.328098,30.057459,184100
8/15/1994,46.375,46.484299,46.3125,46.3125,30.047335,325900
8/16/1994,46.3437,46.6875,46.1562,46.640598,30.260221,1089500
8/17/1994,46.703098,46.734299,46.578098,46.609299,30.239897,133700
8/18/1994,46.453098,46.5625,46.4062,46.453098,30.138565,620000
8/19/1994,46.4687,46.515598,46.3125,46.421799,30.118265,103200
8/22/1994,46.4375,46.4375,46.2812,46.375,30.087887,79700
8/23/1994,46.578098,46.859299,46.515598,46.640598,30.260221,268600
8/24/1994,46.6875,47.140598,46.671799,47.140598,30.584593,254700
8/25/1994,47.0937,47.203098,46.890598,47.015598,30.503502,147400
8/26/1994,47.125,47.7812,47.125,47.6875,30.939426,339500
8/29/1994,47.8125,47.984299,47.640598,47.6562,30.919128,350300
8/30/1994,47.640598,47.859299,47.578098,47.7812,31.000219,36000
8/31/1994,47.703098,47.890598,47.5937,47.6562,30.919128,356200
9/1/1994,47.5,47.5312,47.328098,47.5,30.81777,294600
9/2/1994,47.7187,47.7187,47.2187,47.296799,30.685946,99600
9/6/1994,47.265598,47.359299,47.125,47.3125,30.696119,229800
9/7/1994,47.421799,47.421799,47.2187,47.265598,30.665703,27900
9/8/1994,47.359299,47.5625,47.3437,47.5,30.81777,284800
9/9/1994,47.0312,47.125,46.8125,47,30.493382,488400
9/12/1994,47,47.0625,46.7812,46.859299,30.402096,129400
9/13/1994,46.953098,47.125,46.859299,47,30.493382,389200
